Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
36421,687.46,238.6993457,194.4298757,1.227688619,0.580109096,36706,215.3431157,0.790369133,0.992235602,0.96842694,0.902152099,0.006553893,0.002677924,0.813878409,0.99918926,SEKER
44551,787.717,288.0984807,198.2078912,1.453516704,0.725723399,45291,238.1682073,0.765375893,0.983661213,0.902249987,0.826690258,0.006466712,0.001863093,0.683416783,0.993357709,SIRA
34774,701.742,276.9743066,160.0940992,1.730071926,0.81602922,35112,210.4177557,0.742272883,0.990373661,0.887379871,0.759701354,0.007964983,0.001636576,0.577146147,0.998504346,DERMASON
41528,732.598,254.6742271,207.8648703,1.225191282,0.577770766,41852,229.9458454,0.801822675,0.992258434,0.972342844,0.902901907,0.006132591,0.00251412,0.815231854,0.998814961,SEKER
32055,665.963,247.2840798,165.4920986,1.494234963,0.743047401,32400,202.0239927,0.809899189,0.989351852,0.908250077,0.816971286,0.007714368,0.002119861,0.667442082,0.997315295,DERMASON
21602,558.343,208.5232304,132.1875207,1.577480455,0.77339676,21932,165.8448692,0.745282042,0.984953493,0.870766423,0.795330424,0.009652959,0.002382487,0.632550483,0.997836024,DERMASON
36502,707.325,266.6101638,174.807521,1.525164148,0.755050074,36869,215.5824433,0.725282149,0.990045838,0.916829351,0.808605494,0.007303988,0.001926134,0.653842845,0.997217666,DERMASON
38090,805.266,234.8940708,207.5429714,1.131785235,0.468318247,39006,220.2219205,0.792386104,0.976516433,0.738145729,0.937537162,0.006166817,0.002938968,0.87897593,0.99481198,SEKER
36824,689.547,236.3614158,198.577267,1.190274291,0.54236575,37125,216.5312287,0.767198633,0.991892256,0.973224603,0.916102266,0.006418678,0.002788696,0.839243362,0.998929799,SEKER
35344,694.82,234.3666269,192.35218,1.218424594,0.571313449,35807,212.1352834,0.762545847,0.987069567,0.919985412,0.905142879,0.006631016,0.002745544,0.819283631,0.998235326,SEKER
41087,735.676,254.4368651,206.014387,1.235044158,0.586861067,41518,228.72165,0.766034007,0.98961896,0.953984063,0.898932825,0.006192637,0.00249439,0.808080224,0.99801476,SEKER
40896,760.258,286.5936294,183.3447328,1.563140785,0.768593357,41290,228.1894047,0.812750904,0.990457738,0.889137032,0.796212411,0.007007865,0.001737326,0.633954204,0.990959671,SIRA
45628,777.737,265.0395503,219.313577,1.208495862,0.561502698,46097,241.0298196,0.776977437,0.989825802,0.947928926,0.909410763,0.005808704,0.002450752,0.827027936,0.999459838,SEKER
31398,662.472,248.1439053,161.7642917,1.533984434,0.75830744,31802,199.9429299,0.693617867,0.987296396,0.899035405,0.805753942,0.007903176,0.002054902,0.649239415,0.995923156,DERMASON
35880,716.473,272.5757184,168.4423128,1.618214058,0.786205438,36349,213.7377713,0.691063174,0.987097307,0.878339959,0.784140908,0.007596871,0.001771703,0.614876963,0.995002545,DERMASON
27353,652.432,225.3461477,155.3221377,1.450830841,0.724513861,28126,186.6197237,0.789818665,0.972516533,0.80750333,0.828146944,0.008238444,0.002390312,0.685827362,0.995019488,DERMASON
28641,624.687,234.9392178,155.7209757,1.508719149,0.748784184,28914,190.9629645,0.815704033,0.990558207,0.922301903,0.812818593,0.008202899,0.002208623,0.660674065,0.996771613,DERMASON
53662,833.123,283.7432074,241.0508894,1.177109149,0.527525994,54024,261.3897099,0.786532993,0.993299274,0.971535044,0.921219268,0.0052876,0.00234904,0.848644941,0.998947724,SEKER
39306,754.754,288.626822,174.0137534,1.658643736,0.797815083,39751,223.7095294,0.697211579,0.988805313,0.867077401,0.77508226,0.007343073,0.00163474,0.600752509,0.996434386,DERMASON
34817,691.403,255.073854,174.0409641,1.46559665,0.731057397,35137,210.5478122,0.792339903,0.990892791,0.915247797,0.825438629,0.00732613,0.002097942,0.68134893,0.998582709,DERMASON
36598,691.778,242.298842,192.637272,1.257798346,0.606557,36971,215.8657473,0.774790414,0.989911011,0.961022872,0.890907053,0.006620549,0.002572784,0.793715377,0.998333888,SEKER
31829,658.671,232.2173578,175.0257034,1.32676146,0.657201426,32282,201.3105598,0.739040587,0.985967412,0.921925384,0.866905737,0.007295779,0.002541786,0.751525557,0.997095145,DERMASON
43396,776.542,285.6666553,194.0153477,1.472392049,0.733983835,43855,235.0606375,0.81144353,0.989533691,0.904335677,0.822849406,0.006582788,0.001861534,0.677081144,0.996928893,SIRA
28179,619.412,220.7768625,162.9811889,1.354615609,0.67456353,28531,189.4165176,0.746305419,0.987662542,0.922945829,0.857954567,0.007834801,0.002618574,0.73608604,0.997113639,DERMASON
29543,644.331,247.9513812,152.0210847,1.631032838,0.78999876,29831,193.9466831,0.727946974,0.990345614,0.894224172,0.782196421,0.008392898,0.001938005,0.611831242,0.997916846,DERMASON
33782,678.193,256.8022247,167.7475339,1.530885246,0.757170905,34116,207.3947403,0.725511672,0.990209872,0.922972191,0.807604921,0.007601747,0.001994752,0.652225708,0.998482713,DERMASON
49342,830.819,315.7918099,200.1867591,1.577486,0.773398587,50046,250.6475326,0.714666435,0.985932942,0.898284226,0.793711315,0.006400061,0.001566802,0.629977651,0.993780925,SIRA
33390,672.119,250.023827,170.3235233,1.4679348,0.732070231,33719,206.1879444,0.775123616,0.99024289,0.928825089,0.824673179,0.007487985,0.002136349,0.680085853,0.99832169,DERMASON
48889,826.058,316.8599133,197.6078305,1.603478529,0.781708371,49359,249.4943047,0.756772236,0.990477927,0.900326297,0.787396241,0.006481211,0.001536771,0.619992841,0.994145208,SIRA
41133,761.493,273.1021612,193.1516461,1.413926139,0.706963011,41714,228.8496498,0.771002812,0.986071822,0.891391357,0.837963525,0.00663949,0.002019366,0.70218287,0.992834714,SIRA
34495,683.225,253.374587,173.69329,1.458747122,0.728054007,34812,209.5719401,0.797572254,0.990893945,0.92862103,0.827122967,0.007345255,0.00212064,0.684132403,0.997976174,DERMASON
38579,729.013,278.6262283,177.2951966,1.571538505,0.771425937,38848,221.6310186,0.695994949,0.993075577,0.912200455,0.795442051,0.007222225,0.001783549,0.632728057,0.994356505,SIRA
42715,756.895,257.0854586,211.9778321,1.212794074,0.565800332,43190,233.2089774,0.77803683,0.989002084,0.93695558,0.907126287,0.006018622,0.002513899,0.8228781,0.997981684,SEKER
46219,807.867,302.9708112,194.6432124,1.556544446,0.766328671,46713,242.5857756,0.697750604,0.989424785,0.889919396,0.800690253,0.006555114,0.001661951,0.641104882,0.997908243,SIRA
36128,712.701,265.2350469,174.0750675,1.523682,0.754495756,36468,214.4751694,0.71699611,0.990676758,0.89379732,0.808623038,0.007341537,0.001936204,0.653871217,0.996291804,SIRA
28819,637.061,240.712885,153.1319163,1.571931514,0.771557137,29320,191.55545,0.741458269,0.982912688,0.892332546,0.795783948,0.008352576,0.002066241,0.633272092,0.995460359,DERMASON
34197,685.626,251.96495,173.0572597,1.455962902,0.726817451,34610,208.6647376,0.740451239,0.988067033,0.914162318,0.828149858,0.007368043,0.002137803,0.685832188,0.998546222,DERMASON
23482,572.86,207.7726742,144.5310198,1.437564576,0.718409026,23791,172.9109915,0.712547413,0.987011895,0.899182716,0.832212379,0.008848168,0.002618001,0.692577444,0.9956248,DERMASON
36179,710.469,268.9020011,172.4560837,1.559249145,0.767261547,36533,214.6264976,0.725786391,0.990310131,0.900691692,0.798158797,0.007432544,0.001860692,0.637057465,0.993331308,SIRA
27866,611.215,227.25766,156.4196958,1.452871128,0.72543347,28127,188.3616021,0.801023341,0.99072066,0.937338573,0.828845999,0.008155374,0.00237421,0.68698569,0.998101674,DERMASON
26043,589.855,219.3074019,151.4279243,1.448262617,0.723349093,26259,182.0960666,0.796422018,0.991774249,0.940611631,0.830323395,0.008420973,0.002469057,0.689436941,0.998485748,DERMASON
43318,779.47,283.1675612,195.7591113,1.446510251,0.722549693,43784,234.8492934,0.826048818,0.989356843,0.895941083,0.829365102,0.006536949,0.001907822,0.687846473,0.994976974,SIRA
46822,814.731,302.5202907,197.9482663,1.528279567,0.756208661,47400,244.1631052,0.700697375,0.987805907,0.886403255,0.807096624,0.006461072,0.001691167,0.65140496,0.99552889,SIRA
43616,779.161,284.5756661,196.2770982,1.449866891,0.724077625,44222,235.6557149,0.713344128,0.986296414,0.902820237,0.828095101,0.00652457,0.001892573,0.685741496,0.994233891,SIRA
40462,741.338,249.6428546,206.6216739,1.208212332,0.561216429,40933,226.9753697,0.792906134,0.988493392,0.925176698,0.909200346,0.00616981,0.002600698,0.826645269,0.998763008,SEKER
42196,786.561,299.6811149,179.7147384,1.667537774,0.80023498,42648,231.7878682,0.700011613,0.989401613,0.857070071,0.773448364,0.007102121,0.001567809,0.598222373,0.997558404,SIRA
49728,823.685,285.9101273,221.8043007,1.289019763,0.630999428,50280,251.6260243,0.779594588,0.98902148,0.921061316,0.880087833,0.00574948,0.00212771,0.774554593,0.998416179,SEKER
45608,820.748,307.8064073,190.3045773,1.617440903,0.785973166,46407,240.9769889,0.746570633,0.98278277,0.850807336,0.782884902,0.006748956,0.001563897,0.612908769,0.991343713,SIRA
37606,700.716,229.643827,209.019182,1.098673456,0.414194161,37942,218.8182952,0.785733687,0.991144378,0.96246055,0.95285947,0.006106574,0.003105223,0.907941169,0.997530862,SEKER
47446,828.575,313.9171605,192.8665758,1.627639,0.789004941,47949,245.7847095,0.704783125,0.989509687,0.868451996,0.782960413,0.006616304,0.001533749,0.613027008,0.997786665,SIRA
51945,842.218,308.3532301,215.0230763,1.434047152,0.716752997,52345,257.1739259,0.770788818,0.992358391,0.920247352,0.834023778,0.005936148,0.001771733,0.695595662,0.997516978,SIRA
42013,735.014,248.4591518,215.5920268,1.152450559,0.497059983,42301,231.2847012,0.788443494,0.99319165,0.977242476,0.93087616,0.005913864,0.002739168,0.866530425,0.998633473,SEKER
31992,640.338,212.8873637,191.4872537,1.111757361,0.436968432,32258,201.8253689,0.774212284,0.991753984,0.980466376,0.948038274,0.006654394,0.003315826,0.898776569,0.999221466,SEKER
27325,608.126,219.6225365,159.0347103,1.380972342,0.689666163,27706,186.5241822,0.709334925,0.986248466,0.928502102,0.849294363,0.008037421,0.002579464,0.721300915,0.996096615,DERMASON
26638,602.775,219.8769404,154.6849224,1.421450372,0.710688529,26935,184.1644781,0.717058333,0.988973455,0.921299881,0.837579774,0.008254259,0.002505893,0.701539878,0.99720412,DERMASON
40737,724.96,252.2138292,205.8716113,1.225102517,0.577687215,41013,227.7453827,0.748401675,0.993270426,0.9740266,0.90298531,0.006191272,0.002539115,0.81538247,0.998927116,SEKER
49313,828.199,308.139263,204.6332337,1.505812411,0.747649671,49909,250.5738647,0.816440397,0.988058266,0.903445345,0.813183825,0.006248642,0.001685467,0.661267934,0.995745462,SIRA
35860,708.973,274.2225823,167.103004,1.641039214,0.792886027,36261,213.6781928,0.696784222,0.988941287,0.896521599,0.779214429,0.007647032,0.001739004,0.607175126,0.996398191,DERMASON
26262,612.125,223.163167,150.0670985,1.487089237,0.740138372,26641,182.8601021,0.776683524,0.985773807,0.880759684,0.81940091,0.008497569,0.002362981,0.671417851,0.998458259,DERMASON
38465,739.18,268.1948416,183.4275974,1.462129175,0.729543795,38966,221.3033192,0.784295734,0.987142637,0.884657544,0.825158746,0.006972438,0.001993951,0.680886956,0.995544684,SIRA
45979,818.128,310.8241869,189.6125793,1.639259316,0.792377078,46675,241.9551219,0.728460978,0.985088377,0.863230691,0.778430805,0.006760134,0.001531141,0.605954518,0.993316588,SIRA
34052,689.123,254.972779,170.3716465,1.496568145,0.743985795,34445,208.221884,0.742197036,0.988590507,0.901070971,0.816643584,0.007487748,0.002054287,0.666906743,0.998071387,DERMASON
25339,593.553,222.598198,145.1640073,1.533425551,0.758103122,25653,179.6179747,0.709438083,0.987759716,0.903816627,0.806915673,0.008784806,0.002297336,0.651112903,0.998433162,DERMASON
26811,599.474,219.3568297,155.6966211,1.408873411,0.704416387,27140,184.7615367,0.736950606,0.987877671,0.937523522,0.842287596,0.008181598,0.002540151,0.709448394,0.999522978,DERMASON
43774,786.132,291.6163311,191.4923772,1.522861303,0.754187946,44232,236.0821633,0.70643105,0.989645506,0.890092513,0.809564274,0.006661862,0.001765146,0.655394313,0.998074638,SIRA
30512,648.563,243.795684,160.3418775,1.520474176,0.753289078,30803,197.1017123,0.796283731,0.990552868,0.911540988,0.808470884,0.007990157,0.002105681,0.653625171,0.993820193,DERMASON
30905,665.789,250.7699104,157.5832194,1.591349075,0.777892286,31344,198.3670036,0.80723521,0.98599413,0.876123604,0.79103192,0.008114218,0.001959758,0.625731498,0.99575724,DERMASON
45422,801.81,298.1707362,194.3573935,1.534136319,0.758362919,45910,240.4851068,0.740592187,0.989370508,0.887836878,0.806534906,0.006564456,0.001713449,0.650498555,0.997953459,SIRA
34650,699.603,263.1405922,168.5458752,1.561240178,0.767944458,35039,210.0422582,0.69058296,0.988898085,0.889630731,0.798213063,0.007594245,0.00190169,0.637144094,0.994734959,DERMASON
34951,694.086,257.0906643,173.3306632,1.48323822,0.738548333,35319,210.9525902,0.73317111,0.989580679,0.911680994,0.82053773,0.007355746,0.002056841,0.673282167,0.998637843,DERMASON
33685,697.902,266.4420075,161.8765843,1.645957682,0.794282173,34140,207.0967746,0.809735577,0.986672525,0.869075546,0.777267731,0.007909812,0.001780855,0.604145126,0.994397311,DERMASON
31561,651.027,234.7007196,171.7635206,1.366417729,0.681475828,31856,200.4612513,0.808737988,0.990739578,0.935755996,0.854114344,0.007436416,0.002441223,0.729511313,0.996817192,DERMASON
36918,727.642,272.6541286,172.5646057,1.580011889,0.77422813,37365,216.8074203,0.767079455,0.988036933,0.876218688,0.795173803,0.007385398,0.001821386,0.632301377,0.999043693,DERMASON
37622,712.941,253.8932944,189.2208783,1.341782665,0.666754772,38017,218.8648399,0.777571098,0.989609911,0.930131947,0.86203474,0.006748533,0.002298731,0.743103892,0.997083921,DERMASON
41943,760.064,276.5469405,193.2997925,1.430663411,0.715144708,42362,231.0919432,0.773713337,0.99010906,0.912365866,0.8356337,0.006593399,0.001983138,0.698283681,0.999008913,SIRA
32951,672.77,251.0017028,167.6700126,1.496998175,0.744158143,33314,204.8280162,0.788829838,0.98910368,0.914840176,0.816042337,0.007617423,0.002083716,0.665925096,0.996888654,DERMASON
34924,816.638,258.3197875,181.6399258,1.422153122,0.711032482,37992,210.871093,0.712095261,0.919246157,0.658073911,0.816318003,0.007396627,0.002026054,0.666375082,0.947687403,SEKER
49878,822.009,292.0031631,218.0170791,1.339359119,0.665244314,50429,252.005242,0.779977482,0.989073747,0.9276107,0.863022302,0.005854348,0.002003302,0.744807494,0.997564709,SEKER
35017,701.208,263.8951604,169.143899,1.560181372,0.767581696,35418,211.1516733,0.703576452,0.988678073,0.894942382,0.800134694,0.007536201,0.001905393,0.640215528,0.998852341,DERMASON
35029,709.649,269.3005089,166.0756544,1.621553201,0.787203995,35476,211.1878501,0.723859316,0.987399932,0.87407845,0.784208878,0.00768793,0.001793561,0.614983565,0.997228568,DERMASON
36060,715.3,267.0264891,173.271399,1.541088089,0.760880376,36489,214.2732321,0.683524149,0.988243032,0.885643901,0.802441858,0.007405061,0.001893925,0.643912936,0.992326556,DERMASON
43329,754.79,265.286554,208.1735397,1.2743529,0.619860543,43707,234.8791098,0.765854779,0.9913515,0.95573228,0.885378872,0.00612261,0.002320775,0.783895746,0.998959817,SEKER
40803,745.847,281.1345872,185.3683379,1.51662679,0.751829125,41194,227.9297987,0.766339869,0.990508326,0.92172733,0.810749759,0.006890047,0.001836324,0.657315171,0.996901798,DERMASON
31361,666.114,244.45512,163.71787,1.493148671,0.742608593,31744,199.8250869,0.737472075,0.987934728,0.888183383,0.817430565,0.007794876,0.002146804,0.668192729,0.997711085,DERMASON
27036,609.278,226.3522996,153.0423308,1.479017592,0.73678741,27358,185.5351835,0.688078998,0.988230134,0.915211162,0.819674392,0.008372255,0.002331244,0.671866109,0.993701794,DERMASON
35969,704.8,222.2541533,206.814546,1.074654359,0.366211229,36555,214.0026943,0.81179471,0.983969361,0.909926759,0.962873769,0.006179047,0.003276263,0.927125895,0.996339885,SEKER
44906,792.367,304.5003544,188.3417788,1.616743541,0.785763318,45335,239.1152337,0.723601734,0.990537113,0.898796714,0.78527079,0.006780839,0.001590527,0.616650213,0.996965249,SIRA
44811,798.298,300.0520619,190.6752087,1.573629126,0.772122474,45223,238.8621721,0.68377203,0.990889592,0.883617721,0.796069091,0.006695947,0.001658803,0.633725997,0.997249686,SIRA
39375,746.118,271.9917683,184.9159144,1.470894321,0.733343321,39868,223.9057996,0.79091676,0.987634193,0.888823229,0.823208,0.006907727,0.001956831,0.677671411,0.99678303,SIRA
35377,687.757,237.8744339,189.4917581,1.255328656,0.604501323,35712,212.2342936,0.781984969,0.9906194,0.939854937,0.89221145,0.006723985,0.002628317,0.796041272,0.999293419,SEKER
33190,670.902,254.6851463,166.2636038,1.531815385,0.75751291,33480,205.5695028,0.789504983,0.991338112,0.926614183,0.80715152,0.007673551,0.002009076,0.651493575,0.997967882,DERMASON
44385,768.664,255.6372875,221.4859426,1.15419193,0.499338424,44875,237.7240779,0.783190994,0.98908078,0.944002197,0.929927243,0.005759542,0.002656829,0.864764676,0.998104411,SEKER
28612,618.909,229.7743407,158.6776529,1.448057345,0.723255647,28897,190.8662617,0.759200785,0.990137385,0.938651728,0.830668303,0.008030698,0.002358542,0.69000983,0.999173802,DERMASON
30066,636.73,226.6510843,168.991579,1.341197506,0.666391138,30438,195.6558718,0.748953766,0.987778435,0.931911975,0.863247014,0.007538452,0.002582274,0.745195407,0.999454222,DERMASON
45419,814.808,313.6850611,185.4262519,1.691697146,0.8065819,45911,240.477165,0.665479853,0.989283614,0.859680079,0.766619756,0.006906472,0.001471486,0.58770585,0.994220309,SIRA
34940,691.66,260.824171,170.9758037,1.525503407,0.755176671,35309,210.9193915,0.807618519,0.989549407,0.917798712,0.808665051,0.007464916,0.001969153,0.653939164,0.997586422,DERMASON
47976,828.083,315.5114251,194.255757,1.624206304,0.787992113,48452,247.1536777,0.746824408,0.990175844,0.879196928,0.783343036,0.006576443,0.001527491,0.613626312,0.996655724,SIRA
35051,700.244,257.7812882,173.8031485,1.483179623,0.738524016,35526,211.254158,0.782388393,0.986629511,0.898279491,0.81950928,0.007354463,0.002046191,0.671595461,0.996096702,DERMASON
41283,737.859,265.0457183,198.5290071,1.335047821,0.662528349,41610,229.2665438,0.767113869,0.992141312,0.95287154,0.865007537,0.006420215,0.00221722,0.748238038,0.998933563,SEKER
45638,806.878,304.8508151,191.8747638,1.588800992,0.777077076,46250,241.0562307,0.814237288,0.986767568,0.880888052,0.79073507,0.006679758,0.001610885,0.625261951,0.993416808,SIRA
44192,769.732,275.9459448,204.2958668,1.350717218,0.672224446,44586,237.2066651,0.798438968,0.991163145,0.937290979,0.859612796,0.006244251,0.002103157,0.738934159,0.998091091,SEKER
53413,895.966,341.5233905,200.1405041,1.706418159,0.81029454,54213,260.7825604,0.757502269,0.985243392,0.836129943,0.763586236,0.006394013,0.001340867,0.58306394,0.994950896,SIRA
33647,689.085,249.2471898,172.1904723,1.447508602,0.723005588,34096,206.9799289,0.789984035,0.9868313,0.890452217,0.830420311,0.007407709,0.002172979,0.689597893,0.998198882,DERMASON
30461,640.898,233.1305638,166.6941564,1.398552708,0.699098994,30811,196.9369183,0.755162754,0.988640421,0.931914755,0.844749461,0.007653411,0.002404067,0.713601653,0.998009524,DERMASON
28222,621.151,233.8825348,154.0372309,1.518350683,0.752485007,28482,189.5609834,0.729231803,0.990871428,0.919185731,0.810496532,0.008287242,0.002205944,0.656904629,0.997411592,DERMASON
34815,684.084,242.3524243,183.1011169,1.323598832,0.655130279,35167,210.5417649,0.786424215,0.989990616,0.934883291,0.868742145,0.00696115,0.002445819,0.754712914,0.998937131,DERMASON
49464,837.86,316.553254,200.3609223,1.579915137,0.774196445,50060,250.9572092,0.740434705,0.988094287,0.885433976,0.792780381,0.00639967,0.001559369,0.628500732,0.99297782,SIRA
31846,657.514,238.9091393,170.0041557,1.405313525,0.702600037,32189,201.364313,0.743370682,0.989344186,0.925666924,0.842848932,0.007502014,0.002335375,0.710394323,0.99832675,DERMASON
37135,696.823,242.7890097,195.1305704,1.244238712,0.595028909,37424,217.443672,0.750611445,0.992277683,0.961055212,0.895607558,0.00653801,0.002594755,0.802112897,0.998019919,SEKER
44938,786.535,294.1587542,195.5086363,1.504581893,0.74716689,45359,239.2004153,0.772528795,0.99071849,0.912824941,0.81316776,0.00654588,0.001765503,0.661241806,0.994892448,SIRA
31184,683.436,253.6148426,157.8487236,1.606695555,0.782702949,31826,199.2603873,0.79263891,0.979827814,0.838969133,0.785681095,0.008132852,0.001911648,0.617294784,0.991804785,DERMASON
29938,637.143,230.8104163,165.4635775,1.394931862,0.697195657,30268,195.2389446,0.781548582,0.989097397,0.926741936,0.845884461,0.007709614,0.002434762,0.715520522,0.998102374,DERMASON
38867,719.796,251.8535653,196.7403196,1.280131931,0.624319019,39272,222.4567405,0.781843418,0.989687309,0.942696786,0.883278107,0.006479882,0.00243297,0.780180215,0.998733605,SEKER
54916,883.443,336.0471587,208.7669714,1.609675881,0.783617915,55402,264.4262144,0.766533598,0.991227754,0.884202406,0.786872341,0.006119294,0.001447099,0.619168081,0.996659926,SIRA
25757,620.685,238.2027642,138.9055878,1.714853722,0.812371592,26150,181.0934316,0.72727016,0.984971319,0.84016124,0.760249077,0.009248079,0.001905702,0.577978659,0.991148854,DERMASON
41570,762.263,276.3994272,192.3482468,1.436973987,0.718132088,42060,230.0620957,0.745516499,0.988349976,0.899042472,0.832353736,0.006649012,0.00196865,0.692812741,0.995553887,SIRA
40843,757.505,285.9848769,182.8232567,1.564269678,0.768977403,41264,228.0414934,0.80749308,0.989797402,0.89445087,0.797390044,0.007002054,0.001746178,0.635830882,0.994610969,SIRA
46701,781.494,274.3479976,217.1541499,1.263379022,0.611132771,47058,243.8474113,0.753339141,0.992413617,0.960914503,0.888825191,0.005874564,0.002261626,0.79001022,0.998082339,SEKER
35139,696.413,257.3099272,174.3680657,1.475671168,0.735377439,35512,211.519182,0.776260852,0.989496508,0.910469754,0.822040503,0.007322631,0.002062623,0.675750589,0.99718566,DERMASON
44634,774.05,266.8971937,213.6078863,1.249472566,0.599549468,45116,238.3899617,0.738777807,0.989316429,0.93613319,0.893190214,0.005979684,0.002347652,0.797788759,0.996815168,SEKER
37354,720.973,274.5369228,173.7113108,1.580420535,0.77436188,37720,218.0839058,0.700352482,0.990296925,0.903044135,0.794370038,0.007349599,0.00180524,0.631023757,0.997282904,DERMASON
46511,809.906,291.5589226,203.7821187,1.430738499,0.715180561,47008,243.350867,0.745966319,0.989427332,0.89103817,0.834654158,0.006268601,0.001876621,0.696647563,0.996720489,SIRA
31945,656.148,234.9751152,173.2464067,1.356305851,0.675568938,32280,201.6770618,0.771283017,0.989622057,0.932414756,0.85829115,0.007355615,0.002462279,0.736663698,0.999141284,DERMASON
39109,748.389,295.2733671,169.124068,1.74589797,0.819715318,39521,223.1482139,0.709730691,0.989575163,0.877469004,0.755734309,0.007550011,0.001519161,0.571134345,0.997142294,DERMASON
28030,639.705,228.8356922,157.042302,1.457159563,0.727350051,28462,188.915072,0.767882092,0.984821868,0.860742944,0.825548979,0.008163956,0.002339116,0.681531116,0.993099584,DERMASON
39247,735.218,270.978471,185.0092298,1.464675418,0.730656619,39701,223.5415675,0.78126804,0.98856452,0.912397459,0.824942169,0.006904438,0.001972432,0.680529582,0.996754949,SIRA
21877,542.194,202.0161551,138.0740299,1.463100304,0.729969108,22107,166.8971585,0.747165301,0.989596056,0.93516494,0.826157484,0.00923418,0.002653563,0.682536189,0.998618906,DERMASON
26026,598.507,224.6661322,147.9712429,1.518309421,0.752469341,26381,182.0366238,0.731313926,0.986543346,0.91301691,0.810253962,0.008632373,0.002295063,0.656511483,0.99678757,DERMASON
46631,804.679,302.483759,197.345012,1.532766174,0.757861705,47035,243.6645916,0.788725009,0.991410652,0.904980576,0.805546031,0.006486753,0.001684878,0.648904409,0.994618728,SIRA
43919,813.374,276.4658187,202.5948787,1.364623926,0.680441259,44428,236.4728474,0.770643973,0.988543261,0.834222186,0.855342076,0.006294902,0.002078395,0.731610068,0.998372602,SEKER
35087,678.15,237.2938758,188.4922823,1.258904995,0.607471966,35477,211.3626171,0.768945869,0.989006962,0.958748216,0.890720911,0.006763014,0.002625951,0.793383741,0.998794754,SEKER
36880,694.705,239.5827578,196.2747237,1.220650083,0.573457092,37219,216.6958108,0.776094276,0.990891749,0.960284518,0.904471644,0.006496279,0.002681787,0.818068955,0.998575937,SEKER
45713,804.837,312.0434641,187.0942954,1.667840612,0.800316568,46090,241.2542213,0.77806713,0.991820351,0.886816409,0.773143004,0.006826143,0.001504508,0.597750105,0.996951901,SIRA
51444,859.399,325.4750352,202.1422667,1.610128552,0.783756349,52116,255.9307233,0.710905975,0.987105687,0.875295923,0.786329812,0.006326783,0.001492044,0.618314574,0.995565949,SIRA
23510,558.79,190.2826321,158.4491421,1.200906673,0.553718121,23901,173.0140506,0.808904487,0.983640852,0.946161434,0.909247726,0.008093689,0.003412363,0.826731428,0.992827288,DERMASON
35873,690.446,256.1448565,178.5336466,1.434714752,0.71706854,36167,213.7169207,0.794793398,0.991871043,0.945623215,0.834359603,0.007140324,0.002134572,0.696155946,0.998785206,DERMASON
25155,583.634,213.9430256,150.2665367,1.423756948,0.71181493,25433,178.9646355,0.815582142,0.989069319,0.928010772,0.836506051,0.00850499,0.002568798,0.699742373,0.996263065,DERMASON
27262,667.055,234.9685608,149.093208,1.575984339,0.7729031,28168,186.3090349,0.738087503,0.967835842,0.769917675,0.792910482,0.008618904,0.002101495,0.628707033,0.990832437,DERMASON
31471,651.089,244.2814709,164.3788948,1.486087805,0.73972641,31814,200.1752275,0.730270333,0.989218583,0.932909876,0.81944499,0.007762113,0.002158932,0.671490092,0.997893237,DERMASON
40756,732.781,248.046899,209.8969438,1.181755649,0.532867614,41203,227.7984875,0.775728506,0.989151275,0.953790555,0.918368616,0.006086144,0.002670485,0.843400916,0.996693796,SEKER
29709,639.824,238.6303304,158.7243583,1.503426021,0.74671203,30042,194.490806,0.717435402,0.988915518,0.911962215,0.815029698,0.008032257,0.002186307,0.664273408,0.998685927,DERMASON
42697,759.155,271.54297,200.4329831,1.354781862,0.674662656,43083,233.1598354,0.736663216,0.99104055,0.930992778,0.858648027,0.006359767,0.002132464,0.737276434,0.99884874,SEKER
29664,639.039,237.7824776,159.1750173,1.493842951,0.742889188,29981,194.3434533,0.735915056,0.989426637,0.912819374,0.817316126,0.00801586,0.00220643,0.668005649,0.99789553,DERMASON
44573,789.547,291.418413,195.5451446,1.490287134,0.741446823,45165,238.2270057,0.711574074,0.986892505,0.898515874,0.817474103,0.006538003,0.00180103,0.668263908,0.995905104,SIRA
31040,661.234,248.6290777,159.5083561,1.558721335,0.767079971,31424,198.7997874,0.74699781,0.987780041,0.892115785,0.799583819,0.008009957,0.002019603,0.639334283,0.996543987,DERMASON
28972,651.728,244.2742831,153.0912038,1.595612792,0.779245767,29496,192.0632606,0.660285337,0.982234879,0.857147536,0.786260666,0.008431392,0.001987674,0.618205836,0.986417139,DERMASON
38837,715.528,253.2922345,195.3822164,1.296393495,0.636386041,39154,222.3708708,0.787960558,0.991903765,0.953240032,0.877922181,0.006521931,0.002389902,0.770747355,0.999191858,SEKER
33461,681.475,251.5077962,169.7970815,1.481225672,0.737711063,33824,206.4070454,0.703538614,0.989267975,0.905417581,0.820678518,0.007516446,0.002103219,0.67351323,0.997625087,DERMASON
33735,693.2,264.6569462,162.6491064,1.62716508,0.788865568,34169,207.2504187,0.726045971,0.987298428,0.882213035,0.783090796,0.007845174,0.00181983,0.613231195,0.997828386,DERMASON
